TID;Time;Activity
1787;21:13;Added again to queue 2
1788;21:13;Added again to queue 2
2970;21:13;Added again to queue 2
2969;21:13;Added again to queue 2
2076;21:13;Added again to queue 2
2075;21:13;Added again to queue 2
725;21:13;Settled successful from queue 2
726;21:13;Settled successful from queue 2
1987;21:13;Settled successful from queue 2
1988;21:13;Settled successful from queue 2
441;21:13;Added again to queue 2
442;21:13;Added again to queue 2
1573;21:13;Added again to queue 2
1574;21:13;Added again to queue 2
620;21:14;Matched
619;21:14;Matched
1289;21:14;Matched
1290;21:14;Matched
2082;21:14;Matched
2081;21:14;Matched
620;21:14;Settled successful
619;21:14;Settled successful
1289;21:14;Added to queue 2
1290;21:14;Added to queue 2
2082;21:14;Added to queue 2
2081;21:14;Added to queue 2
2255;21:14;Added again to queue 2
2256;21:14;Added again to queue 2
599;21:14;Added again to queue 2
600;21:14;Added again to queue 2
1588;21:14;Added again to queue 2
1587;21:14;Added again to queue 2
1455;21:14;Added again to queue 2
1456;21:14;Added again to queue 2
893;21:14;Added again to queue 2
894;21:14;Added again to queue 2
382;21:14;Added again to queue 2
381;21:14;Added again to queue 2
435;21:14;Added again to queue 2
436;21:14;Added again to queue 2
1826;21:14;Added again to queue 2
1825;21:14;Added again to queue 2
1851;21:14;Added again to queue 2
1852;21:14;Added again to queue 2
2623;21:14;Added again to queue 2
2624;21:14;Added again to queue 2
1473;21:14;Added again to queue 2
1474;21:14;Added again to queue 2
1743;21:14;Added again to queue 2
1744;21:14;Added again to queue 2
1045;21:14;Added again to queue 2
1046;21:14;Added again to queue 2
1485;21:14;Added again to queue 2
1486;21:14;Added again to queue 2
1349;21:14;Added again to queue 2
1350;21:14;Added again to queue 2
108;21:14;Added again to queue 2
107;21:14;Added again to queue 2
260;21:14;Added again to queue 2
259;21:14;Added again to queue 2
170;21:15;Matched
169;21:15;Matched
1460;21:15;Added to queue 1
2626;21:15;Added to queue 1
170;21:15;Settled successful
169;21:15;Settled successful
551;21:15;Added again to queue 2
552;21:15;Added again to queue 2
3098;21:15;Added again to queue 2
3097;21:15;Added again to queue 2
3066;21:15;Added again to queue 2
3065;21:15;Added again to queue 2
1453;21:15;Added again to queue 2
1454;21:15;Added again to queue 2
865;21:15;Added again to queue 2
866;21:15;Added again to queue 2
1966;21:15;Added again to queue 2
1965;21:15;Added again to queue 2
334;21:15;Added again to queue 2
333;21:15;Added again to queue 2
429;21:15;Added again to queue 2
430;21:15;Added again to queue 2
1130;21:15;Added again to queue 2
1129;21:15;Added again to queue 2
2945;21:15;Added again to queue 2
2946;21:15;Added again to queue 2
924;21:15;Added again to queue 2
923;21:15;Added again to queue 2
876;21:16;Matched
875;21:16;Matched
876;21:16;Added to queue 2
875;21:16;Added to queue 2
1028;21:17;Matched
1027;21:17;Matched
1090;21:17;Matched
1089;21:17;Matched
1559;21:17;Matched
1560;21:17;Matched
1615;21:17;Matched
1616;21:17;Matched
1730;21:17;Matched
1729;21:17;Matched
2827;21:17;Matched
2828;21:17;Matched
1028;21:17;Added to queue 2
1027;21:17;Added to queue 2
1090;21:17;Added to queue 2
1089;21:17;Added to queue 2
1559;21:17;Settled successful
1560;21:17;Settled successful
1615;21:17;Added to queue 2
1616;21:17;Added to queue 2
1730;21:17;Settled successful
1729;21:17;Settled successful
2827;21:17;Settled successful
2828;21:17;Settled successful
1219;21:17;Added again to queue 2
1220;21:17;Added again to queue 2
1208;21:17;Added again to queue 2
1207;21:17;Added again to queue 2
1663;21:17;Added again to queue 2
1664;21:17;Added again to queue 2
2332;21:17;Added again to queue 2
2331;21:17;Added again to queue 2
1959;21:17;Added again to queue 2
1960;21:17;Added again to queue 2
2481;21:17;Settled successful from queue 2
2482;21:17;Settled successful from queue 2
2363;21:17;Added again to queue 2
2364;21:17;Added again to queue 2
2022;21:17;Added again to queue 2
2021;21:17;Added again to queue 2
2599;21:17;Added again to queue 2
2600;21:17;Added again to queue 2
108;21:17;Added again to queue 2
107;21:17;Added again to queue 2
1787;21:17;Added again to queue 2
1788;21:17;Added again to queue 2
2714;21:17;Added again to queue 2
2713;21:17;Added again to queue 2
2782;21:17;Settled successful from queue 2
2781;21:17;Settled successful from queue 2
336;21:17;Added again to queue 2
335;21:17;Added again to queue 2
658;21:17;Added again to queue 2
657;21:17;Added again to queue 2
379;21:18;Added to queue 1
1369;21:18;Added to queue 1
588;21:19;Matched
587;21:19;Matched
1785;21:19;Matched
1786;21:19;Matched
588;21:19;Added to queue 2
587;21:19;Added to queue 2
1785;21:19;Settled successful
1786;21:19;Settled successful
1349;21:19;Added again to queue 2
1350;21:19;Added again to queue 2
108;21:19;Added again to queue 2
107;21:19;Added again to queue 2
260;21:19;Added again to queue 2
259;21:19;Added again to queue 2
758;21:19;Added again to queue 2
757;21:19;Added again to queue 2
2456;21:19;Added again to queue 2
2455;21:19;Added again to queue 2
841;21:19;Added again to queue 2
842;21:19;Added again to queue 2
1023;21:19;Added again to queue 2
1024;21:19;Added again to queue 2
2112;21:19;Added again to queue 2
2111;21:19;Added again to queue 2
1349;21:19;Added again to queue 2
1350;21:19;Added again to queue 2
2203;21:19;Added again to queue 2
2204;21:19;Added again to queue 2
2846;21:19;Added again to queue 2
2845;21:19;Added again to queue 2
2701;21:19;Added again to queue 2
2702;21:19;Added again to queue 2
610;21:19;Added again to queue 2
609;21:19;Added again to queue 2
2464;21:19;Added again to queue 2
2463;21:19;Added again to queue 2
1121;21:19;Added again to queue 2
1122;21:19;Added again to queue 2
2040;21:19;Added again to queue 2
2039;21:19;Added again to queue 2
1536;21:19;Added again to queue 2
1535;21:19;Added again to queue 2
2042;21:19;Added again to queue 2
2041;21:19;Added again to queue 2
1112;21:19;Added again to queue 2
1111;21:19;Added again to queue 2
2988;21:19;Settled successful from queue 2
2987;21:19;Settled successful from queue 2
260;21:19;Added again to queue 2
259;21:19;Added again to queue 2
564;21:19;Added again to queue 2
563;21:19;Added again to queue 2
452;21:19;Added again to queue 2
451;21:19;Added again to queue 2
238;21:21;Matched
237;21:21;Matched
853;21:21;Matched
854;21:21;Matched
238;21:21;Added to queue 2
237;21:21;Added to queue 2
853;21:21;Added to queue 2
854;21:21;Added to queue 2
302;21:22;Matched
301;21:22;Matched
344;21:22;Matched
343;21:22;Matched
1198;21:22;Matched
1197;21:22;Matched
2607;21:22;Matched
2608;21:22;Matched
2626;21:22;Matched
2625;21:22;Matched
302;21:22;Added to queue 2
301;21:22;Added to queue 2
344;21:22;Settled successful
343;21:22;Settled successful
1198;21:22;Added to queue 2
1197;21:22;Added to queue 2
2607;21:22;Settled successful
2608;21:22;Settled successful
2626;21:22;Added to queue 2
2625;21:22;Added to queue 2
320;21:22;Added again to queue 2
319;21:22;Added again to queue 2
2232;21:22;Added again to queue 2
2231;21:22;Added again to queue 2
1951;21:22;Added again to queue 2
1952;21:22;Added again to queue 2
2045;21:22;Added again to queue 2
2046;21:22;Added again to queue 2
302;21:22;Added again to queue 2
301;21:22;Added again to queue 2
294;21:22;Added again to queue 2
293;21:22;Added again to queue 2
2227;21:22;Added again to queue 2
2228;21:22;Added again to queue 2
1826;21:22;Settled successful from queue 2
1825;21:22;Settled successful from queue 2
2619;21:22;Added again to queue 2
2620;21:22;Added again to queue 2
761;21:22;Added again to queue 2
762;21:22;Added again to queue 2
758;21:22;Added again to queue 2
757;21:22;Added again to queue 2
2860;21:22;Settled successful from queue 2
2859;21:22;Settled successful from queue 2
458;21:22;Added again to queue 2
457;21:22;Added again to queue 2
1198;21:22;Added again to queue 2
1197;21:22;Added again to queue 2
551;21:22;Added again to queue 2
552;21:22;Added again to queue 2
3098;21:22;Added again to queue 2
3097;21:22;Added again to queue 2
3066;21:22;Added again to queue 2
3065;21:22;Added again to queue 2
1453;21:22;Added again to queue 2
1454;21:22;Added again to queue 2
865;21:22;Added again to queue 2
866;21:22;Added again to queue 2
1966;21:22;Added again to queue 2
1965;21:22;Added again to queue 2
334;21:22;Added again to queue 2
333;21:22;Added again to queue 2
429;21:22;Added again to queue 2
430;21:22;Added again to queue 2
1130;21:22;Added again to queue 2
1129;21:22;Added again to queue 2
2945;21:22;Added again to queue 2
2946;21:22;Added again to queue 2
924;21:22;Added again to queue 2
923;21:22;Added again to queue 2
1615;21:22;Added again to queue 2
1616;21:22;Added again to queue 2
288;21:23;Matched
287;21:23;Matched
2388;21:23;Matched
2387;21:23;Matched
288;21:23;Added to queue 2
287;21:23;Added to queue 2
2388;21:23;Added to queue 2
2387;21:23;Added to queue 2
1520;21:24;Matched
1519;21:24;Matched
1555;21:24;Added to queue 1
2170;21:24;Matched
2169;21:24;Matched
1520;21:24;Added to queue 2
1519;21:24;Added to queue 2
2170;21:24;Added to queue 2
2169;21:24;Added to queue 2
820;21:25;Matched
819;21:25;Matched
1656;21:25;Matched
1655;21:25;Matched
1672;21:25;Matched
1671;21:25;Matched
2297;21:25;Matched
2298;21:25;Matched
820;21:25;Settled successful
819;21:25;Settled successful
1656;21:25;Added to queue 2
1655;21:25;Added to queue 2
1672;21:25;Added to queue 2
1671;21:25;Added to queue 2
2297;21:25;Added to queue 2
2298;21:25;Added to queue 2
2714;21:25;Added again to queue 2
2713;21:25;Added again to queue 2
336;21:25;Added again to queue 2
335;21:25;Added again to queue 2
658;21:25;Added again to queue 2
657;21:25;Added again to queue 2
1923;21:25;Added again to queue 2
1924;21:25;Added again to queue 2
2803;21:26;Matched
2804;21:26;Matched
2803;21:26;Added to queue 2
2804;21:26;Added to queue 2
145;21:27;Matched
146;21:27;Matched
145;21:27;Settled successful
146;21:27;Settled successful
320;21:27;Added again to queue 2
319;21:27;Added again to queue 2
2232;21:27;Added again to queue 2
2231;21:27;Added again to queue 2
1951;21:27;Added again to queue 2
1952;21:27;Added again to queue 2
2045;21:27;Added again to queue 2
2046;21:27;Added again to queue 2
302;21:27;Added again to queue 2
301;21:27;Added again to queue 2
2297;21:27;Added again to queue 2
2298;21:27;Added again to queue 2
177;21:28;Matched
178;21:28;Matched
1169;21:28;Added to queue 1
3023;21:28;Matched
3024;21:28;Matched
177;21:28;Settled successful
178;21:28;Settled successful
3023;21:28;Added to queue 2
3024;21:28;Added to queue 2
836;21:28;Added again to queue 2
835;21:28;Added again to queue 2
1438;21:28;Added again to queue 2
1437;21:28;Added again to queue 2
599;21:28;Added again to queue 2
600;21:28;Added again to queue 2
341;21:28;Added again to queue 2
342;21:28;Added again to queue 2
320;21:28;Settled successful from queue 2
319;21:28;Settled successful from queue 2
1208;21:28;Added again to queue 2
1207;21:28;Added again to queue 2
1663;21:28;Added again to queue 2
1664;21:28;Added again to queue 2
2332;21:28;Added again to queue 2
2331;21:28;Added again to queue 2
1959;21:28;Added again to queue 2
1960;21:28;Added again to queue 2
2363;21:28;Added again to queue 2
2364;21:28;Added again to queue 2
2022;21:28;Added again to queue 2
2021;21:28;Added again to queue 2
2599;21:28;Added again to queue 2
2600;21:28;Added again to queue 2
108;21:28;Added again to queue 2
107;21:28;Added again to queue 2
1787;21:28;Added again to queue 2
1788;21:28;Added again to queue 2
3023;21:28;Added again to queue 2
3024;21:28;Added again to queue 2
379;21:29;Matched
380;21:29;Matched
379;21:29;Added to queue 2
380;21:29;Added to queue 2
1169;21:30;Matched
1170;21:30;Matched
2986;21:30;Matched
2985;21:30;Matched
3044;21:30;Matched
3043;21:30;Matched
1169;21:30;Settled successful
1170;21:30;Settled successful
2986;21:30;Settled successful
2985;21:30;Settled successful
3044;21:30;Added to queue 2
3043;21:30;Added to queue 2
1939;21:30;Added again to queue 2
1940;21:30;Added again to queue 2
382;21:30;Added again to queue 2
381;21:30;Added again to queue 2
1663;21:30;Added again to queue 2
1664;21:30;Added again to queue 2
1759;21:30;Added again to queue 2
1760;21:30;Added again to queue 2
2022;21:30;Added again to queue 2
2021;21:30;Added again to queue 2
2427;21:30;Added again to queue 2
2428;21:30;Added again to queue 2
2619;21:30;Added again to queue 2
2620;21:30;Added again to queue 2
1438;21:30;Added again to queue 2
1437;21:30;Added again to queue 2
1544;21:30;Added again to queue 2
1543;21:30;Added again to queue 2
2107;21:30;Added again to queue 2
2108;21:30;Added again to queue 2
2798;21:30;Added again to queue 2
2797;21:30;Added again to queue 2
1817;21:30;Added again to queue 2
1818;21:30;Added again to queue 2
1621;21:30;Added again to queue 2
1622;21:30;Added again to queue 2
2427;21:30;Added again to queue 2
2428;21:30;Added again to queue 2
532;21:30;Added again to queue 2
531;21:30;Added again to queue 2
246;21:30;Added again to queue 2
245;21:30;Added again to queue 2
1499;21:30;Added again to queue 2
1500;21:30;Added again to queue 2
2645;21:30;Added again to queue 2
2646;21:30;Added again to queue 2
1672;21:30;Added again to queue 2
1671;21:30;Added again to queue 2
758;21:30;Added again to queue 2
757;21:30;Added again to queue 2
2456;21:30;Added again to queue 2
2455;21:30;Added again to queue 2
841;21:30;Added again to queue 2
842;21:30;Added again to queue 2
1023;21:30;Added again to queue 2
1024;21:30;Added again to queue 2
2112;21:30;Added again to queue 2
2111;21:30;Added again to queue 2
1349;21:30;Added again to queue 2
1350;21:30;Added again to queue 2
2203;21:30;Added again to queue 2
2204;21:30;Added again to queue 2
2846;21:30;Added again to queue 2
2845;21:30;Added again to queue 2
2701;21:30;Added again to queue 2
2702;21:30;Added again to queue 2
610;21:30;Added again to queue 2
609;21:30;Added again to queue 2
2464;21:30;Added again to queue 2
2463;21:30;Added again to queue 2
1121;21:30;Added again to queue 2
1122;21:30;Added again to queue 2
2040;21:30;Added again to queue 2
2039;21:30;Added again to queue 2
1536;21:30;Added again to queue 2
1535;21:30;Added again to queue 2
2042;21:30;Added again to queue 2
2041;21:30;Added again to queue 2
1112;21:30;Added again to queue 2
1111;21:30;Added again to queue 2
260;21:30;Settled successful from queue 2
259;21:30;Settled successful from queue 2
564;21:30;Added again to queue 2
563;21:30;Added again to queue 2
452;21:30;Added again to queue 2
451;21:30;Added again to queue 2
238;21:30;Added again to queue 2
237;21:30;Added again to queue 2
416;21:32;Matched
415;21:32;Matched
597;21:32;Matched
598;21:32;Matched
416;21:32;Settled successful
415;21:32;Settled successful
597;21:32;Added to queue 2
598;21:32;Added to queue 2
839;21:32;Added again to queue 2
840;21:32;Added again to queue 2
440;21:32;Added again to queue 2
439;21:32;Added again to queue 2
2626;21:32;Added again to queue 2
2625;21:32;Added again to queue 2
141;21:35;Matched
142;21:35;Matched
190;21:35;Matched
189;21:35;Matched
506;21:35;Matched
505;21:35;Matched
1392;21:35;Matched
1391;21:35;Matched
1878;21:35;Added to queue 1
2667;21:35;Matched
2668;21:35;Matched
141;21:35;Added to queue 2
142;21:35;Added to queue 2
190;21:35;Added to queue 2
189;21:35;Added to queue 2
506;21:35;Added to queue 2
505;21:35;Added to queue 2
1392;21:35;Settled successful
1391;21:35;Settled successful
2667;21:35;Settled successful
2668;21:35;Settled successful
2232;21:35;Added again to queue 2
2231;21:35;Added again to queue 2
1951;21:35;Added again to queue 2
1952;21:35;Added again to queue 2
2045;21:35;Added again to queue 2
2046;21:35;Added again to queue 2
302;21:35;Added again to queue 2
301;21:35;Added again to queue 2
2297;21:35;Added again to queue 2
2298;21:35;Added again to queue 2
506;21:35;Settled successful from queue 2
505;21:35;Settled successful from queue 2
839;21:35;Added again to queue 2
840;21:35;Added again to queue 2
2798;21:35;Added again to queue 2
2797;21:35;Added again to queue 2
2464;21:35;Added again to queue 2
2463;21:35;Added again to queue 2
532;21:35;Added again to queue 2
531;21:35;Added again to queue 2
2945;21:35;Added again to queue 2
2946;21:35;Added again to queue 2
853;21:35;Added again to queue 2
854;21:35;Added again to queue 2
966;21:35;Settled successful from queue 2
965;21:35;Settled successful from queue 2
1232;21:35;Added again to queue 2
1231;21:35;Added again to queue 2
2056;21:35;Added again to queue 2
2055;21:35;Added again to queue 2
1808;21:35;Added again to queue 2
1807;21:35;Added again to queue 2
1483;21:35;Added again to queue 2
1484;21:35;Added again to queue 2
1127;21:35;Added again to queue 2
1128;21:35;Added again to queue 2
2094;21:35;Added again to queue 2
2093;21:35;Added again to queue 2
1684;21:35;Added again to queue 2
1683;21:35;Added again to queue 2
618;21:35;Added again to queue 2
617;21:35;Added again to queue 2
1939;21:35;Added again to queue 2
1940;21:35;Added again to queue 2
2503;21:35;Added again to queue 2
2504;21:35;Added again to queue 2
742;21:35;Added again to queue 2
741;21:35;Added again to queue 2
985;21:35;Added again to queue 2
986;21:35;Added again to queue 2
1620;21:35;Added again to queue 2
1619;21:35;Added again to queue 2
375;21:35;Added again to queue 2
376;21:35;Added again to queue 2
1759;21:35;Added again to queue 2
1760;21:35;Added again to queue 2
813;21:35;Added again to queue 2
814;21:35;Added again to queue 2
1353;21:35;Added again to queue 2
1354;21:35;Added again to queue 2
1139;21:35;Added again to queue 2
1140;21:35;Added again to queue 2
1074;21:35;Added again to queue 2
1073;21:35;Added again to queue 2
2733;21:35;Added again to queue 2
2734;21:35;Added again to queue 2
1737;21:35;Added again to queue 2
1738;21:35;Added again to queue 2
2344;21:35;Added again to queue 2
2343;21:35;Added again to queue 2
458;21:35;Added again to queue 2
457;21:35;Added again to queue 2
1090;21:35;Added again to queue 2
1089;21:35;Added again to queue 2
1520;21:35;Added again to queue 2
1519;21:35;Added again to queue 2
1277;21:36;Matched
1278;21:36;Matched
2213;21:36;Matched
2214;21:36;Matched
2542;21:36;Matched
2541;21:36;Matched
1277;21:36;Settled successful
1278;21:36;Settled successful
2213;21:36;Added to queue 2
2214;21:36;Added to queue 2
2542;21:36;Added to queue 2
2541;21:36;Added to queue 2
551;21:36;Added again to queue 2
552;21:36;Added again to queue 2
3098;21:36;Added again to queue 2
3097;21:36;Added again to queue 2
3066;21:36;Added again to queue 2
3065;21:36;Added again to queue 2
1453;21:36;Added again to queue 2
1454;21:36;Added again to queue 2
865;21:36;Added again to queue 2
866;21:36;Added again to queue 2
1966;21:36;Added again to queue 2
1965;21:36;Added again to queue 2
334;21:36;Added again to queue 2
333;21:36;Added again to queue 2
429;21:36;Added again to queue 2
430;21:36;Added again to queue 2
1130;21:36;Added again to queue 2
1129;21:36;Added again to queue 2
2945;21:36;Added again to queue 2
2946;21:36;Added again to queue 2
924;21:36;Added again to queue 2
923;21:36;Added again to queue 2
1615;21:36;Added again to queue 2
1616;21:36;Added again to queue 2
379;21:36;Added again to queue 2
380;21:36;Added again to queue 2
2729;21:37;Added to queue 1
3095;21:37;Matched
3096;21:37;Matched
3095;21:37;Settled successful
3096;21:37;Settled successful
1923;21:37;Added again to queue 2
1924;21:37;Added again to queue 2
1232;21:37;Added again to queue 2
1231;21:37;Added again to queue 2
2056;21:37;Added again to queue 2
2055;21:37;Added again to queue 2
1808;21:37;Added again to queue 2
1807;21:37;Added again to queue 2
1483;21:37;Added again to queue 2
1484;21:37;Added again to queue 2
1127;21:37;Added again to queue 2
1128;21:37;Added again to queue 2
2094;21:37;Added again to queue 2
2093;21:37;Added again to queue 2
1684;21:37;Added again to queue 2
1683;21:37;Added again to queue 2
618;21:37;Added again to queue 2
617;21:37;Added again to queue 2
1939;21:37;Added again to queue 2
1940;21:37;Added again to queue 2
2503;21:37;Added again to queue 2
2504;21:37;Added again to queue 2
742;21:37;Added again to queue 2
741;21:37;Added again to queue 2
985;21:37;Added again to queue 2
986;21:37;Added again to queue 2
1620;21:37;Added again to queue 2
1619;21:37;Added again to queue 2
375;21:37;Added again to queue 2
376;21:37;Added again to queue 2
1759;21:37;Added again to queue 2
1760;21:37;Added again to queue 2
813;21:37;Added again to queue 2
814;21:37;Added again to queue 2
1353;21:37;Added again to queue 2
1354;21:37;Added again to queue 2
1139;21:37;Added again to queue 2
1140;21:37;Added again to queue 2
1074;21:37;Added again to queue 2
1073;21:37;Added again to queue 2
2733;21:37;Added again to queue 2
2734;21:37;Added again to queue 2
1737;21:37;Added again to queue 2
1738;21:37;Added again to queue 2
2344;21:37;Added again to queue 2
2343;21:37;Added again to queue 2
458;21:37;Added again to queue 2
457;21:37;Added again to queue 2
1090;21:37;Added again to queue 2
1089;21:37;Added again to queue 2
1520;21:37;Added again to queue 2
1519;21:37;Added again to queue 2
454;21:38;Matched
453;21:38;Matched
953;21:38;Added to queue 1
2872;21:38;Matched
2871;21:38;Matched
454;21:38;Added to queue 2
453;21:38;Added to queue 2
2872;21:38;Added to queue 2
2871;21:38;Added to queue 2
1720;21:39;Matched
1719;21:39;Matched
2548;21:39;Matched
2547;21:39;Matched
2795;21:39;Matched
2796;21:39;Matched
1720;21:39;Settled successful
1719;21:39;Settled successful
2548;21:39;Settled successful
2547;21:39;Settled successful
2795;21:39;Added to queue 2
2796;21:39;Added to queue 2
836;21:39;Added again to queue 2
835;21:39;Added again to queue 2
1088;21:39;Added again to queue 2
1087;21:39;Added again to queue 2
2398;21:39;Added again to queue 2
2397;21:39;Added again to queue 2
2954;21:39;Added again to queue 2
2953;21:39;Added again to queue 2
131;21:39;Added again to queue 2
132;21:39;Added again to queue 2
1822;21:39;Added again to queue 2
1821;21:39;Added again to queue 2
908;21:39;Added again to queue 2
907;21:39;Added again to queue 2
2308;21:39;Added again to queue 2
2307;21:39;Added again to queue 2
2542;21:39;Added again to queue 2
2541;21:39;Added again to queue 2
1473;21:39;Added again to queue 2
1474;21:39;Added again to queue 2
1353;21:39;Added again to queue 2
1354;21:39;Added again to queue 2
336;21:39;Added again to queue 2
335;21:39;Added again to queue 2
931;21:39;Added again to queue 2
932;21:39;Added again to queue 2
2082;21:39;Added again to queue 2
2081;21:39;Added again to queue 2
588;21:39;Added again to queue 2
587;21:39;Added again to queue 2
2626;21:39;Added again to queue 2
2625;21:39;Added again to queue 2
1672;21:39;Added again to queue 2
1671;21:39;Added again to queue 2
454;21:39;Added again to queue 2
453;21:39;Added again to queue 2
341;21:39;Added again to queue 2
342;21:39;Added again to queue 2
2737;21:39;Added again to queue 2
2738;21:39;Added again to queue 2
358;21:39;Added again to queue 2
357;21:39;Added again to queue 2
853;21:39;Added again to queue 2
854;21:39;Added again to queue 2
2497;21:40;Matched
2498;21:40;Matched
2497;21:40;Added to queue 2
2498;21:40;Added to queue 2
2007;21:41;Matched
2008;21:41;Matched
2240;21:41;Matched
2239;21:41;Matched
2633;21:41;Matched
2634;21:41;Matched
2669;21:41;Matched
2670;21:41;Matched
2007;21:41;Added to queue 2
2008;21:41;Added to queue 2
2240;21:41;Added to queue 2
2239;21:41;Added to queue 2
2633;21:41;Added to queue 2
2634;21:41;Added to queue 2
2669;21:41;Added to queue 2
2670;21:41;Added to queue 2
634;21:42;Matched
633;21:42;Matched
884;21:42;Matched
883;21:42;Matched
1735;21:42;Matched
1736;21:42;Matched
634;21:42;Added to queue 2
633;21:42;Added to queue 2
884;21:42;Added to queue 2
883;21:42;Added to queue 2
1735;21:42;Added to queue 2
1736;21:42;Added to queue 2
2694;21:43;Matched
2693;21:43;Matched
2896;21:43;Matched
2895;21:43;Matched
2694;21:43;Settled successful
2693;21:43;Settled successful
2896;21:43;Added to queue 2
2895;21:43;Added to queue 2
551;21:43;Added again to queue 2
552;21:43;Added again to queue 2
3098;21:43;Added again to queue 2
3097;21:43;Added again to queue 2
3066;21:43;Added again to queue 2
3065;21:43;Added again to queue 2
1453;21:43;Added again to queue 2
1454;21:43;Added again to queue 2
865;21:43;Added again to queue 2
866;21:43;Added again to queue 2
1966;21:43;Added again to queue 2
1965;21:43;Added again to queue 2
334;21:43;Added again to queue 2
333;21:43;Added again to queue 2
429;21:43;Added again to queue 2
430;21:43;Added again to queue 2
1130;21:43;Added again to queue 2
1129;21:43;Added again to queue 2
2945;21:43;Added again to queue 2
2946;21:43;Added again to queue 2
924;21:43;Added again to queue 2
923;21:43;Added again to queue 2
1615;21:43;Added again to queue 2
1616;21:43;Added again to queue 2
379;21:43;Added again to queue 2
380;21:43;Added again to queue 2
884;21:43;Added again to queue 2
883;21:43;Added again to queue 2
2255;21:43;Added again to queue 2
2256;21:43;Added again to queue 2
1514;21:43;Added again to queue 2
1513;21:43;Added again to queue 2
2846;21:43;Added again to queue 2
2845;21:43;Added again to queue 2
1620;21:43;Added again to queue 2
1619;21:43;Added again to queue 2
2363;21:43;Added again to queue 2
2364;21:43;Added again to queue 2
1045;21:43;Settled successful from queue 2
1046;21:43;Settled successful from queue 2
2960;21:44;Matched
2959;21:44;Matched
2960;21:44;Added to queue 2
2959;21:44;Added to queue 2
2874;21:45;Matched
2873;21:45;Matched
3093;21:45;Matched
3094;21:45;Matched
2874;21:45;Added to queue 2
2873;21:45;Added to queue 2
3093;21:45;Settled successful
3094;21:45;Settled successful
1232;21:45;Added again to queue 2
1231;21:45;Added again to queue 2
2056;21:45;Added again to queue 2
2055;21:45;Added again to queue 2
1808;21:45;Added again to queue 2
1807;21:45;Added again to queue 2
1483;21:45;Added again to queue 2
1484;21:45;Added again to queue 2
1127;21:45;Added again to queue 2
1128;21:45;Added again to queue 2
2094;21:45;Added again to queue 2
2093;21:45;Added again to queue 2
1684;21:45;Added again to queue 2
1683;21:45;Added again to queue 2
618;21:45;Added again to queue 2
617;21:45;Added again to queue 2
1939;21:45;Added again to queue 2
1940;21:45;Added again to queue 2
2503;21:45;Added again to queue 2
2504;21:45;Added again to queue 2
742;21:45;Added again to queue 2
741;21:45;Added again to queue 2
985;21:45;Added again to queue 2
986;21:45;Added again to queue 2
1620;21:45;Added again to queue 2
1619;21:45;Added again to queue 2
375;21:45;Added again to queue 2
376;21:45;Added again to queue 2
1759;21:45;Added again to queue 2
1760;21:45;Added again to queue 2
813;21:45;Added again to queue 2
814;21:45;Added again to queue 2
1353;21:45;Added again to queue 2
1354;21:45;Added again to queue 2
1139;21:45;Added again to queue 2
1140;21:45;Added again to queue 2
1074;21:45;Added again to queue 2
1073;21:45;Added again to queue 2
2733;21:45;Added again to queue 2
2734;21:45;Added again to queue 2
1737;21:45;Added again to queue 2
1738;21:45;Added again to queue 2
2344;21:45;Added again to queue 2
2343;21:45;Added again to queue 2
458;21:45;Added again to queue 2
457;21:45;Added again to queue 2
1090;21:45;Added again to queue 2
1089;21:45;Added again to queue 2
1520;21:45;Added again to queue 2
1519;21:45;Added again to queue 2
2795;21:45;Added again to queue 2
2796;21:45;Added again to queue 2
2896;21:45;Added again to queue 2
2895;21:45;Added again to queue 2
2960;21:45;Settled successful from queue 2
2959;21:45;Settled successful from queue 2
1521;21:46;Matched
1522;21:46;Matched
1521;21:46;Added to queue 2
1522;21:46;Added to queue 2
1448;21:47;Added to queue 1
1949;21:48;Matched
1950;21:48;Matched
1949;21:48;Settled successful
1950;21:48;Settled successful
2007;21:48;Added again to queue 2
2008;21:48;Added again to queue 2
1521;21:48;Added again to queue 2
1522;21:48;Added again to queue 2
758;21:48;Added again to queue 2
757;21:48;Added again to queue 2
2456;21:48;Added again to queue 2
2455;21:48;Added again to queue 2
841;21:48;Added again to queue 2
842;21:48;Added again to queue 2
1023;21:48;Added again to queue 2
1024;21:48;Added again to queue 2
2112;21:48;Added again to queue 2
2111;21:48;Added again to queue 2
1349;21:48;Added again to queue 2
1350;21:48;Added again to queue 2
2203;21:48;Added again to queue 2
2204;21:48;Added again to queue 2
2846;21:48;Added again to queue 2
2845;21:48;Added again to queue 2
2701;21:48;Added again to queue 2
2702;21:48;Added again to queue 2
610;21:48;Added again to queue 2
609;21:48;Added again to queue 2
2464;21:48;Added again to queue 2
2463;21:48;Added again to queue 2
1121;21:48;Added again to queue 2
1122;21:48;Added again to queue 2
2040;21:48;Added again to queue 2
2039;21:48;Added again to queue 2
1536;21:48;Added again to queue 2
1535;21:48;Added again to queue 2
2042;21:48;Added again to queue 2
2041;21:48;Added again to queue 2
1112;21:48;Added again to queue 2
1111;21:48;Added again to queue 2
564;21:48;Added again to queue 2
563;21:48;Added again to queue 2
452;21:48;Added again to queue 2
451;21:48;Added again to queue 2
238;21:48;Added again to queue 2
237;21:48;Added again to queue 2
